"N","J","Distribution","Response","Replication","Alpha","Omega"
10,3,"normal","inconsistent",26,0.278853132276958,0.496807116579121
10,3,"normal","inconsistent",27,0.703221904743199,0.767437864455547
10,3,"normal","inconsistent",28,0.299623469321657,0.559071531556552
10,3,"normal","inconsistent",29,0.511300370079093,0.621022976636541
10,3,"normal","inconsistent",30,0.663653127238374,0.750161593327354
10,3,"normal","inconsistent",31,0.409883180703168,0.513213362615781
10,3,"normal","inconsistent",32,0.136949737069115,0.318799754952844
10,3,"normal","inconsistent",33,0.407084771844111,0.699556012706797
10,3,"normal","inconsistent",34,0.0431557994223218,0.368254514929878
10,3,"normal","inconsistent",35,-0.0165283549821594,0.288300359486703
10,3,"normal","inconsistent",36,0.210257275070894,0.502325783640891
10,3,"normal","inconsistent",37,0.660664244762856,0.697692356988514
10,3,"normal","inconsistent",38,-3.14315835651021,0.0550148073496077
10,3,"normal","inconsistent",39,0.762108330168111,0.783183464383535
10,3,"normal","inconsistent",40,0.0530818057775232,0.383516947449917
10,3,"normal","inconsistent",41,0.495000072361188,0.710097984313974
10,3,"normal","inconsistent",42,0.365606003078751,0.520465460157451
10,3,"normal","inconsistent",43,0.590594055177738,0.596341597830532
10,3,"normal","inconsistent",44,0.69743094589592,0.766729057357692
10,3,"normal","inconsistent",45,0.311251972430901,0.675647032342298
10,3,"normal","inconsistent",46,0.39187761357461,0.520758011785316
10,3,"normal","inconsistent",47,0.630313627632806,0.740153367032588
10,3,"normal","inconsistent",48,0.332568850066641,0.374843038025741
10,3,"normal","inconsistent",49,-0.0106148703974999,0.353541772825627
10,3,"normal","inconsistent",50,0.368049925671082,0.702974820905137
10,3,"skewed","consistent",1,0.803314708113828,0.849139138465424
10,3,"skewed","consistent",2,0.833154419082175,0.885095051530571
10,3,"skewed","consistent",3,0.628488318721875,0.765216611941082
10,3,"skewed","consistent",4,0.947870281549071,0.949291483854953
10,3,"skewed","consistent",5,0.227743837649715,0.317502590551494
10,3,"skewed","consistent",6,0.772093686375454,0.804221241595355
10,3,"skewed","consistent",7,0.723566128683116,0.765497584116177
10,3,"skewed","consistent",8,0.534641175897906,0.668741169406426
10,3,"skewed","consistent",9,0.897631792663278,0.904774512792849
10,3,"skewed","consistent",10,0.640651591735376,0.648289610081035
10,3,"skewed","consistent",11,0.724627337745835,0.762061305859316
10,3,"skewed","consistent",12,0.837368333018336,0.871359217925247
10,3,"skewed","consistent",13,0.425013247033408,0.662618825201448
10,3,"skewed","consistent",14,0.273789603810675,0.476904988107924
10,3,"skewed","consistent",15,0.701329771819101,0.712274684058127
10,3,"skewed","consistent",16,0.325185703751366,0.455829688067147
10,3,"skewed","consistent",17,0.840848352112056,0.870415444752163
10,3,"skewed","consistent",18,0.58927808469644,0.705080947400873
10,3,"skewed","consistent",19,0.00163470991867593,0.381788780592162
10,3,"skewed","consistent",20,0.937055539466112,0.938219545371968
10,3,"skewed","consistent",21,0.408347343181862,0.66163630784436
10,3,"skewed","consistent",22,0.541139718644284,0.658609885218653
10,3,"skewed","consistent",23,0.592995785394319,0.615451600115927
10,3,"skewed","consistent",24,0.766004566847006,0.814703275745389
10,3,"skewed","consistent",25,0.830081982333457,0.86607796926868
10,3,"skewed","consistent",26,0.69098750375769,0.758599291817849
10,3,"skewed","consistent",27,0.898897682848224,0.911833799969009
10,3,"skewed","consistent",28,0.0848164776502852,0.304730172024884
10,3,"skewed","consistent",29,0.780407104963108,0.833515652315172
10,3,"skewed","consistent",30,0.806759837180557,0.817719330400521
10,3,"skewed","consistent",31,0.822240986999413,0.830842284932324
10,3,"skewed","consistent",32,0.795807612060308,0.809206093799812
10,3,"skewed","consistent",33,0.231784707491862,0.442702789743562
10,3,"skewed","consistent",34,0.620751906933578,0.707075104535551
10,3,"skewed","consistent",35,0.777638123557749,0.802661576183031
10,3,"skewed","consistent",36,0.754560824109488,0.831699340582736
10,3,"skewed","consistent",37,0.48190555366897,0.729160177490296
10,3,"skewed","consistent",38,0.415337964395658,0.55635678764778
10,3,"skewed","consistent",39,0.737627727591395,0.77205542765836
10,3,"skewed","consistent",40,0.423303084750691,0.685552080556325
10,3,"skewed","consistent",41,0.685507528157629,0.740317251337867
10,3,"skewed","consistent",42,0.899286849695223,0.915168440215016
10,3,"skewed","consistent",43,0.285302929709018,0.336506665380206
10,3,"skewed","consistent",44,-0.121011378734277,0.334857797109768
10,3,"skewed","consistent",45,0.538169411711669,0.75814815391535
10,3,"skewed","consistent",46,0.68903350171736,0.715068376197513
10,3,"skewed","consistent",47,0.59875604094814,0.695786206116314
10,3,"skewed","consistent",48,0.393534369990845,0.494480692786893
10,3,"skewed","consistent",49,0.677649433985004,0.698341047748877
10,3,"skewed","consistent",50,-0.0200712859273049,0.477668562985762
10,3,"skewed","acquiescent",1,0.743442482743324,0.857057427804669
10,3,"skewed","acquiescent",2,0.579365541297576,0.640820675717102
10,3,"skewed","acquiescent",3,0.171365636413482,0.489097235064141
10,3,"skewed","acquiescent",4,0.727212633716231,0.85870960662782
10,3,"skewed","acquiescent",5,0.526525989076657,0.72722353767097
10,3,"skewed","acquiescent",6,0.659622269567045,0.721703260173982
10,3,"skewed","acquiescent",7,0.870964781273829,0.89385092545117
10,3,"skewed","acquiescent",8,0.791141645724663,0.823432627030954
10,3,"skewed","acquiescent",9,0.851602763849484,0.887936852410123
10,3,"skewed","acquiescent",10,0.664309155923205,0.759729802016264
10,3,"skewed","acquiescent",11,0.623921802816712,0.678736989384569
10,3,"skewed","acquiescent",12,0.711819980300931,0.731402240659794
10,3,"skewed","acquiescent",13,0.543998625773636,0.635552397451485
10,3,"skewed","acquiescent",14,0.737723030854406,0.816504577595438
10,3,"skewed","acquiescent",15,0.693386775534918,0.797163663076493
10,3,"skewed","acquiescent",16,0.949026464664288,0.965027142347335
10,3,"skewed","acquiescent",17,0.926444932231938,0.931367981291884
10,3,"skewed","acquiescent",18,0.729072533004504,0.805323298405712
10,3,"skewed","acquiescent",19,0.80745998461696,0.859726897685698
10,3,"skewed","acquiescent",20,0.474123892272988,0.64627997986449
10,3,"skewed","acquiescent",21,0.663055794215724,0.741884153862559
10,3,"skewed","acquiescent",22,0.61990984135983,0.705406150068987
10,3,"skewed","acquiescent",23,0.678409215325646,0.751657092635409
10,3,"skewed","acquiescent",24,0.662716777527026,0.744405178364724
10,3,"skewed","acquiescent",25,0.59640529196141,0.639753616427774
10,3,"skewed","acquiescent",26,0.856657503403029,0.901517434437109
10,3,"skewed","acquiescent",27,0.747538300751857,0.766331718616416
10,3,"skewed","acquiescent",28,0.468499091163214,0.520661189070868
10,3,"skewed","acquiescent",29,0.778401204466279,0.855984217347373
10,3,"skewed","acquiescent",30,0.533602903817502,0.726490925098647
10,3,"skewed","acquiescent",31,0.879096890981234,0.916067603272541
10,3,"skewed","acquiescent",32,0.890028468727783,0.898710986009309
10,3,"skewed","acquiescent",33,0.580297314312872,0.603142470075347
10,3,"skewed","acquiescent",34,0.508297616991295,0.539936782420556
10,3,"skewed","acquiescent",35,0.317649708846692,0.460584316417289
10,3,"skewed","acquiescent",36,0.89244312599921,0.92012612198226
10,3,"skewed","acquiescent",37,0.525167617954933,0.690597470711464
10,3,"skewed","acquiescent",38,0.650500587883407,0.793315946757181
10,3,"skewed","acquiescent",39,-0.0314868698854746,0.0424788115074799
10,3,"skewed","acquiescent",40,0.463718469719346,0.665997499401916
10,3,"skewed","acquiescent",41,0.849798185312779,0.861931091422315
10,3,"skewed","acquiescent",42,0.75871678845672,0.806538549786833
10,3,"skewed","acquiescent",43,0.799128244317096,0.81300074613943
10,3,"skewed","acquiescent",44,0.699464471514008,0.796363336416448
10,3,"skewed","acquiescent",45,0.806008176131578,0.808874310827483
10,3,"skewed","acquiescent",46,0.768052203991098,0.81570871126817
10,3,"skewed","acquiescent",47,0.0667304129351694,0.380979361987317
10,3,"skewed","acquiescent",48,0.806803061579788,0.8326580495501
10,3,"skewed","acquiescent",49,0.809768620670341,0.85223797169486
10,3,"skewed","acquiescent",50,0.791665721714251,0.812472244633297
10,3,"skewed","extreme",1,0.9629561688511,0.971960466384941
10,3,"skewed","extreme",2,0.800315637600957,0.850040134883185
10,3,"skewed","extreme",3,0.190049639434654,0.446493358154322
10,3,"skewed","extreme",4,-0.550828268625874,0.139458220794141
10,3,"skewed","extreme",5,0.546017046086534,0.622703076566969
10,3,"skewed","extreme",6,0.566411619755554,0.685280165816195
10,3,"skewed","extreme",7,0.618229079933409,0.724188507289269
10,3,"skewed","extreme",8,0.71569833694244,0.774422144009609
10,3,"skewed","extreme",9,0.738916416429039,0.82494600030636
10,3,"skewed","extreme",10,0.778884527223464,0.820781600070879
10,3,"skewed","extreme",11,-0.0178811980186189,0.303625830271854
10,3,"skewed","extreme",12,-0.22096173145852,0.262687530136645
10,3,"skewed","extreme",13,0.100364172065061,0.323731837320715
10,3,"skewed","extreme",14,0.833952388573755,0.844944856459933
10,3,"skewed","extreme",15,0.434358312643609,0.639343097915126
10,3,"skewed","extreme",16,0.781692814641053,0.820677251855725
10,3,"skewed","extreme",17,0.728248553089528,0.774204454492514
10,3,"skewed","extreme",18,0.734762037474429,0.775977784639755
10,3,"skewed","extreme",19,0.917259797105682,0.922598057192886
10,3,"skewed","extreme",20,0.735580479113547,0.756500908133178
10,3,"skewed","extreme",21,0.63895606942898,0.659605651756005
10,3,"skewed","extreme",22,0.795767190770891,0.816566480953346
10,3,"skewed","extreme",23,0.508065884668492,0.612062738234545
10,3,"skewed","extreme",24,0.736096342269387,0.775728592629536
10,3,"skewed","extreme",25,0.393432915497751,0.648829656314036
10,3,"skewed","extreme",26,0.559796229367044,0.564416752421875
10,3,"skewed","extreme",27,0.746782274440907,0.801800567395548
10,3,"skewed","extreme",28,0.661268640092116,0.709432543203494
10,3,"skewed","extreme",29,0.661401621089379,0.775337381962777
10,3,"skewed","extreme",30,0.9050247621762,0.928904539155889
10,3,"skewed","extreme",31,0.86204443329889,0.872791469876306
10,3,"skewed","extreme",32,0.794546435044297,0.815366791589113
10,3,"skewed","extreme",33,0.623415305193584,0.751767774421067
10,3,"skewed","extreme",34,0.570911048625816,0.592182043330431
10,3,"skewed","extreme",35,0.683299997728533,0.754275416369076
10,3,"skewed","extreme",36,0.822095606532622,0.83098268483167
10,3,"skewed","extreme",37,0.783739263396069,0.868317226769011
10,3,"skewed","extreme",38,0.599129288894135,0.655380667538405
10,3,"skewed","extreme",39,0.871703442030619,0.89696738415253
10,3,"skewed","extreme",40,0.5949785284987,0.636376477353778
10,3,"skewed","extreme",41,0.733402389330615,0.781937695554946
10,3,"skewed","extreme",42,0.792853116821928,0.845387074956503
10,3,"skewed","extreme",43,0.831009778013423,0.858034388443989
10,3,"skewed","extreme",44,0.415433825153808,0.621676512403724
10,3,"skewed","extreme",45,0.551213256407237,0.693899790984978
10,3,"skewed","extreme",46,0.701191795861961,0.731565552272399
10,3,"skewed","extreme",47,-0.512813027373887,0.205427044816619
10,3,"skewed","extreme",48,0.877331868751941,0.882738585079702
10,3,"skewed","extreme",49,0.813658601365734,0.826484074820541
10,3,"skewed","extreme",50,0.794352890265372,0.826344941722819
10,3,"skewed","inconsistent",1,0.580248574542074,0.615511591595736
10,3,"skewed","inconsistent",2,-0.146393439875333,0.156696191838263
10,3,"skewed","inconsistent",3,0.833242543201873,0.851520764699409
10,3,"skewed","inconsistent",4,-0.396635221668382,0.26770514845691
10,3,"skewed","inconsistent",5,0.362396920516117,0.585712101065776
10,3,"skewed","inconsistent",6,0.657531139558464,0.746436046273729
10,3,"skewed","inconsistent",7,-0.524162200977418,0.142565684581467
10,3,"skewed","inconsistent",8,0.669062313552924,0.700855238002569
10,3,"skewed","inconsistent",9,0.128073691895738,0.500507730128169
10,3,"skewed","inconsistent",10,0.351984549222989,0.472142867800293
10,3,"skewed","inconsistent",11,0.54547151213093,0.601026329089094
10,3,"skewed","inconsistent",12,-0.346825954208103,0.178867921012436
10,3,"skewed","inconsistent",13,0.774637905495661,0.821578627954257
10,3,"skewed","inconsistent",14,0.494749412976725,0.637361795905579
10,3,"skewed","inconsistent",15,0.627049417027548,0.761465603564868
10,3,"skewed","inconsistent",16,-0.559813933585861,0.232905761992351
10,3,"skewed","inconsistent",17,0.0559243557365016,0.237010945427087
10,3,"skewed","inconsistent",18,0.512111277710805,0.657183291359005
10,3,"skewed","inconsistent",19,0.65447065347604,0.661231714626599
10,3,"skewed","inconsistent",20,0.573124193266018,0.682044558061683
10,3,"skewed","inconsistent",21,-0.037174403282028,0.294991107825209
10,3,"skewed","inconsistent",22,-0.00869448093935088,0.0241365394795407
10,3,"skewed","inconsistent",23,-0.0372463633625301,0.288405767371396
10,3,"skewed","inconsistent",24,0.561778912479873,0.697993743269114
10,3,"skewed","inconsistent",25,0.450106318082951,0.593880762419582
10,3,"skewed","inconsistent",26,0.139893922284358,0.427854219437497
10,3,"skewed","inconsistent",27,0.827107391215285,0.854159318757999
10,3,"skewed","inconsistent",28,0.193089160934728,0.383657845802855
10,3,"skewed","inconsistent",29,0.804555651260578,0.853480452419781
10,3,"skewed","inconsistent",30,0.61139670735352,0.752211701987551
10,3,"skewed","inconsistent",31,-0.274860189049034,0.335726485436433
10,3,"skewed","inconsistent",32,0.717268576003205,0.738550011493688
10,3,"skewed","inconsistent",33,0.920998412987743,0.922566475999209
10,3,"skewed","inconsistent",34,-1.2246628603261,0.264171565416909
10,3,"skewed","inconsistent",35,0.145014271343809,0.607796310893566
10,3,"skewed","inconsistent",36,0.221658754734129,0.44037260315806
10,3,"skewed","inconsistent",37,0.0961606304167416,0.335979433446218
10,3,"skewed","inconsistent",38,0.547300801883475,0.716436144054973
10,3,"skewed","inconsistent",39,-1.20479892331108,0.100141742138779
10,3,"skewed","inconsistent",40,0.569564065953395,0.675199509535056
10,3,"skewed","inconsistent",41,0.369302959972856,0.554952661745351
10,3,"skewed","inconsistent",42,0.743471177988921,0.803821258020091
10,3,"skewed","inconsistent",43,0.63388544979281,0.679354069481496
10,3,"skewed","inconsistent",44,0.725879762937914,0.751313155184901
10,3,"skewed","inconsistent",45,0.236994847490822,0.29954835367447
10,3,"skewed","inconsistent",46,0.682015638333242,0.711381419771018
10,3,"skewed","inconsistent",47,0.689861401505284,0.785164503624128
10,3,"skewed","inconsistent",48,0.537053745988075,0.543211735239862
10,3,"skewed","inconsistent",49,0.656155693997299,0.813421419480553
10,3,"skewed","inconsistent",50,0.419864259514491,0.752913092660567
10,3,"heavy","consistent",1,0.791031335263581,0.848152488377126
10,3,"heavy","consistent",2,0.403674764144534,0.569331399365541
10,3,"heavy","consistent",3,0.509473515390732,0.531564486233107
10,3,"heavy","consistent",4,0.703333357229955,0.741976211218596
10,3,"heavy","consistent",5,0.657159441078469,0.715645423580658
10,3,"heavy","consistent",6,0.75760071948746,0.763609328415145
10,3,"heavy","consistent",7,0.463441004346577,0.612497369018843
10,3,"heavy","consistent",8,0.328821302185798,0.659364849553661
10,3,"heavy","consistent",9,0.1447905620389,0.326426232755682
10,3,"heavy","consistent",10,0.775432087480528,0.830030791404393
10,3,"heavy","consistent",11,0.253691134127115,0.43089429312912
10,3,"heavy","consistent",12,0.522940987827702,0.624660803754358
10,3,"heavy","consistent",13,0.865970451743476,0.903841746368891
10,3,"heavy","consistent",14,0.911080797536741,0.928593224214673
10,3,"heavy","consistent",15,0.34419241185374,0.48207112322994
10,3,"heavy","consistent",16,0.247740713271081,0.486154119824638
10,3,"heavy","consistent",17,0.727842200105639,0.767483646409757
10,3,"heavy","consistent",18,-1.63403874748052,0.00208773371301395
10,3,"heavy","consistent",19,0.610614964540764,0.797364943947211
10,3,"heavy","consistent",20,0.872433888437492,0.891073313967649
10,3,"heavy","consistent",21,0.850595325255764,0.869584201887346
10,3,"heavy","consistent",22,0.729771652553376,0.760089271149378
10,3,"heavy","consistent",23,0.819262646930461,0.858607004765999
10,3,"heavy","consistent",24,0.505031814196451,0.644121699093504
10,3,"heavy","consistent",25,0.665852650271404,0.796920001388735
10,3,"heavy","consistent",26,0.839602329454171,0.906433900317855
10,3,"heavy","consistent",27,0.526470164718166,0.568777748663244
10,3,"heavy","consistent",28,0.829005627195423,0.860750940401466
10,3,"heavy","consistent",29,0.18265321992473,0.378910501925144
10,3,"heavy","consistent",30,0.845719949462726,0.857431633181508
10,3,"heavy","consistent",31,0.0308596772533493,0.360179110001698
10,3,"heavy","consistent",32,0.585896735618551,0.675230481083733
10,3,"heavy","consistent",33,-0.506766587477982,0.148483724435974
10,3,"heavy","consistent",34,0.646992115759716,0.765004004171345
10,3,"heavy","consistent",35,0.842905528067642,0.855047072219608
10,3,"heavy","consistent",36,0.642959808997719,0.662538481021761
10,3,"heavy","consistent",37,0.833058298442916,0.870389236077854
10,3,"heavy","consistent",38,0.721107789004176,0.793419987295319
10,3,"heavy","consistent",39,0.924757390777984,0.938565534993736
10,3,"heavy","consistent",40,0.88018715268943,0.899629189617571
10,3,"heavy","consistent",41,0.778765687299424,0.804207977037463
